Sentence,Technique,Span,article_id,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare … When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to ‘a vast tapestry of lies up on which we feed.’ He asked why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.’”",Loaded_Language,a vast tapestry of lies up on which we feed,765982381,,,,,,,,,,,,,,,
"It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare … When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to ‘a vast tapestry of lies up on which we feed.’ He asked why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.’”","Exaggeration,Minimisation",endless warfare,765982381,,,,,,,,,,,,,,,
"It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare … When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to ‘a vast tapestry of lies up on which we feed.’ He asked why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.’”","Whataboutism,Straw_Men,Red_Herring","why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened",765982381,,,,,,,,,,,,,,,
"It is both shocking and surreal, which of course the Julian Assange case is as well.",Loaded_Language,both shocking and surreal,763260610,,,,,,,,,,,,,,,
It is fake news about a fake news story.,Repetition,fake news,999001621,,,,,,,,,,,,,,,
It is gauged by simply looking to the prevailing immoralities and debauchers of society.,Loaded_Language,the prevailing immoralities and debauchers of society,781768042,,,,,,,,,,,,,,,
It is high time that this begin.,Loaded_Language,It is high time,999001296,,,,,,,,,,,,,,,
It is impossible to do all this without God’s assistance.,Appeal_to_fear-prejudice,It is impossible to do all this without God’s assistance,728972961,,,,,,,,,,,,,,,
It is in the masses.,Repetition,in the masses,728972961,,,,,,,,,,,,,,,
"It is in the next paragraph that Murillo openly admits that Google made a “silent donation,” in her words, paying for rides to polls via leftist organization Voto Latino.",Repetition,a “silent donation,786527921,,,,,,,,,,,,,,,
"It is in the next paragraph that Murillo openly admits that Google made a “silent donation,” in her words, paying for rides to polls via leftist organization Voto Latino.","Name_Calling,Labeling",leftist organization,786527921,,,,,,,,,,,,,,,
"It is indeed shocking information but it informs people, and we have Chelsea Manning’s courage to thank for that.",Loaded_Language,shocking information,763260610,,,,,,,,,,,,,,,
"It is mercy for the predator priests,” she told EWTN’s Raymond Arroyo on the February 8 episode of World Over.","Name_Calling,Labeling","predator priests,”",730268758,,,,,,,,,,,,,,,
"It is no accident that Luke Harding is still employed: in fact, it is because of Harding’s consistent loyalty to establishment, specifically the UK intelligence apparatus, over the truth that determines his “success” amongst legacy press outlets.
Harding is not a defacement or a departure from the norm, but the personification of it.",Causal_Oversimplification,"It is no accident that Luke Harding is still employed: in fact, it is because of Harding’s consistent loyalty to establishment, specifically the UK intelligence apparatus, over the truth that determines his “success” amongst legacy press outlets.
Harding is not a defacement or a departure from the norm, but the personification of it",999001621,,,,,,,,,,,,,,,
"It is no coincidence that, as I detail in my book on the Third Secret of Fatima, Sodano and Bertone have also taken the leading role in suppressing the integral Secret and reducing the Message of Fatima in general to a generic prescription for personal piety, stripped of its prophetic and admonitory content regarding the epochal malfeasance and corruption of the upper hierarchy to which they belong.",Loaded_Language,stripped of its prophetic and admonitory content regarding the epochal malfeasance and corruption of the upper hierarchy,783702663,,,,,,,,,,,,,,,
"It is no surprise, therefore, that Frontpage’s editor, and host of ‘The Glazov Gang,’ was suspended from Facebook for 30 days yesterday, on September 11, after posting his article, ‘9 Steps to Successfully Counter Jihad.’ Glazov believed that the article was more relevant and urgent than ever due to the skyrocketing jihadist stabbings in Europe — and to the 17th anniversary of 9/11 that was approaching the next day.","Exaggeration,Minimisation",the skyrocketing jihadist stabbings in Europe,786731884,,,,,,,,,,,,,,,
"It is no surprise, therefore, that Frontpage’s editor, and host of ‘The Glazov Gang,’ was suspended from Facebook for 30 days yesterday, on September 11, after posting his article, ‘9 Steps to Successfully Counter Jihad.’ Glazov believed that the article was more relevant and urgent than ever due to the skyrocketing jihadist stabbings in Europe — and to the 17th anniversary of 9/11 that was approaching the next day.",Loaded_Language,skyrocketing,786731884,,,,,,,,,,,,,,,
"It is not an insignificant quirk of modern history, and one that tells us much about the nature of the current pontificate, that houses of contemplatives are always attacked by secularist regimes, from Henry VIII to the Soviet Union.","Bandwagon,Reductio_ad_hitlerum",from Henry VIII to the Soviet Union,758386255,,,,,,,,,,,,,,,
It is not democratic but hierarchical.,Repetition,hierarchical,728972961,,,,,,,,,,,,,,,
"It is now irrefutable that Pope Bergoglio is a habitual liar – that in fact truth, like reality, seems to mean nothing to him except as a tool.","Name_Calling,Labeling",habitual liar,729578579,,,,,,,,,,,,,,,
"It is often forgotten that Bergoglio’s notorious comment “who am I to judge” was in response to a question on a plane-presser about Ricca, and was followed with a similar claim from Francis about there having been no proof of his misbehaviour.",Thought-terminating_Cliches,who am I to judge”,725498022,,,,,,,,,,,,,,,
It is on all of us to debunk them and to educate the public about their scheme.,Appeal_to_fear-prejudice,It is on all of us to debunk them and to educate the public about their scheme,999001621,,,,,,,,,,,,,,,
It is over.,Thought-terminating_Cliches,It is over,770156851,,,,,,,,,,,,,,,
"It is possible, but we do not know.",Repetition,we do not know,728972961,,,,,,,,,,,,,,,
It is precisely because North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran.,Appeal_to_fear-prejudice,North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran,698503276,,,,,,,,,,,,,,,
It is probably the only journalistic organization that has a 100% record of accuracy and authenticity!,"Exaggeration,Minimisation",the only journalistic organization that has a 100% record of accuracy and authenticity,778139122,,,,,,,,,,,,,,,
It is said that the DOJ's recent settlement with start-up company Defense Distributed (DD) essentially deals a death blow to gun control advocates.,Loaded_Language,deals a death blow,773748383,,,,,,,,,,,,,,,
"It is said that they annihilated 50-100 hundred million, but nobody ever mentions this.","Whataboutism,Straw_Men,Red_Herring","It is said that they annihilated 50-100 hundred million, but nobody ever mentions this",766632016,,,,,,,,,,,,,,,
"It is said that they annihilated 50-100 hundred million, but nobody ever mentions this.",Loaded_Language,annihilated,766632016,,,,,,,,,,,,,,,
"It is said that they annihilated 50-100 hundred million, but nobody ever mentions this.",Repetition,annihilated,766632016,,,,,,,,,,,,,,,
"It is so far unknown when these documents will be declassified in an unredacted version, but it is safe to say that Democrats are probably panicking right about now.",Loaded_Language,panicking right about now,787955075,,,,,,,,,,,,,,,
